"Original Value","Param Name","Param Value","Transaction Aliases"
T_PERGENDER,flex_token_meaning_9009,"${GetFlexPersonToken_300_0.instanceJson.person_tokens[0].tokens[19].flex_token_meaning}","(transName='GetDynamicRoles_417_0', messageId=659624, aliases='flex_token_meaning');(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='flex_token_meaning');(transName='GetAppointmentAvailability_424_0', messageId=659961, aliases='flex_token_meaning');(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='flex_token_meaning');(transName='GetFlexingAppointmentInstructions_438_0', messageId=659955, aliases='flex_token_meaning');(transName='GetDynamicRoles_588_0', messageId=659624, aliases='flex_token_meaning');(transName='GetAppointmentAvailability_590_0', messageId=659961, aliases='flex_token_meaning');(transName='GetFlexingAppointmentInstructions_596_0', messageId=659955, aliases='flex_token_meaning');(transName='GetFlexingAppointmentInstructions_597_0', messageId=659955, aliases='flex_token_meaning')"
1577050,slot_type_id_9607,"${GetDynamicRoles_417_0.instanceJson.resource_lists[24].roles[0].resources[0].slots[1].slot_type_id}","(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='slot_type_id')"
1186161571,ruleid_2195,"${RetrieveNotificationRuleRelationshipsByTypes_167_0.instanceJson.results[1].notificationrules[35].ruleid}","(transName='GetRuleDetailsByIds_169_0', messageId=130123, aliases='ruleid')"
5648125,list_role_id_9491,"${GetDynamicRoles_417_0.instanceJson.resource_lists[17].roles[0].list_role_id}","(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='role_id');(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='offset_role_id')"
1577054,slot_type_id_9849,"${GetDynamicRoles_417_0.instanceJson.resource_lists[36].roles[0].resources[0].slots[1].slot_type_id}","(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='slot_type_id')"
4510029,personnel_id_10806,"${GetDynamicRoles_417_0.instanceJson.resource_lists[82].roles[0].resources[1].personnel_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='personnel_id')"
5648120,list_role_id_9738,"${GetDynamicRoles_417_0.instanceJson.resource_lists[30].roles[1].list_role_id}","(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='role_id')"
"531 PC Blue Any",mnemonic_9559,"${GetDynamicRoles_417_0.instanceJson.resource_lists[22].roles[0].resources[0].slots[0].mnemonic}","(transName='GetAppointmentAvailability_424_0', messageId=659961, aliases='slot_type_mnemonic')"
"V20 CRH",mnemonic_9171,"${GetDynamicRoles_417_0.instanceJson.resource_lists[3].roles[0].resources[0].slots[1].mnemonic}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='slot_type_mnemonic');(transName='GetAppointmentAvailability_424_0', messageId=659961, aliases='slot_type_mnemonic')"
15928430,personnel_id_9404,"${GetDynamicRoles_417_0.instanceJson.resource_lists[12].roles[0].resources[1].personnel_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='personnel_id')"
5648126,list_role_id_9496,"${GetDynamicRoles_417_0.instanceJson.resource_lists[17].roles[1].list_role_id}","(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='role_id')"
788884027,ruleid_2165,"${RetrieveNotificationRuleRelationshipsByTypes_167_0.instanceJson.results[1].notificationrules[25].ruleid}","(transName='GetRuleDetailsByIds_169_0', messageId=130123, aliases='ruleid')"
867684783,double_value_8975,"${GetFlexPersonToken_300_0.instanceJson.person_tokens[0].tokens[2].double_value}","(transName='GetDynamicRoles_417_0', messageId=659624, aliases='value');(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='token_value');(transName='GetAppointmentAvailability_424_0', messageId=659961, aliases='token_value');(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='token_value');(transName='GetFlexingAppointmentInstructions_438_0', messageId=659955, aliases='value')"
15928434,personnel_id_9413,"${GetDynamicRoles_417_0.instanceJson.resource_lists[12].roles[0].resources[7].personnel_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='personnel_id')"
385681207,"healthplanfinancialclasscd_2471","${RetrievePatientsByIds_171_0.instanceJson.patients[0].healthplanrelationships[0].subscriberinformation[0].subscriberhealthplanreltnship[0].subscriberhealthplaninformation[0].healthplanfinancialclasscd}","(transName='AdmitEncounter_477_0', messageId=115551, aliases='financialclasscd')"
5324215,slot_type_id_10573,"${GetDynamicRoles_417_0.instanceJson.resource_lists[71].roles[0].resources[0].slots[1].slot_type_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='slot_type_id')"
"668 PC Any",mnemonic_9169,"${GetDynamicRoles_417_0.instanceJson.resource_lists[3].roles[0].resources[0].slots[0].mnemonic}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='slot_type_mnemonic')"
10529095,personnel_id_9205,"${GetDynamicRoles_417_0.instanceJson.resource_lists[3].roles[0].resources[17].personnel_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='personnel_id')"
"553GA PC Any",mnemonic_10844,"${GetDynamicRoles_417_0.instanceJson.resource_lists[83].roles[0].resources[0].slots[0].mnemonic}","(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='slot_type_mnemonic')"
788902349,ruleid_2171,"${RetrieveNotificationRuleRelationshipsByTypes_167_0.instanceJson.results[1].notificationrules[27].ruleid}","(transName='GetRuleDetailsByIds_169_0', messageId=130123, aliases='ruleid')"
"687 PC Any",mnemonic_9154,"${GetDynamicRoles_417_0.instanceJson.resource_lists[2].roles[0].resources[0].slots[0].mnemonic}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='slot_type_mnemonic')"
5663294,list_role_id_9118,"${GetDynamicRoles_417_0.instanceJson.resource_lists[0].roles[0].list_role_id}","(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='role_id');(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='offset_role_id')"
"668QB PC Any",mnemonic_9436,"${GetDynamicRoles_417_0.instanceJson.resource_lists[14].roles[0].resources[0].slots[0].mnemonic}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='slot_type_mnemonic')"
5663295,list_role_id_9124,"${GetDynamicRoles_417_0.instanceJson.resource_lists[0].roles[1].list_role_id}","(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='role_id')"
31674569,personnel_id_9211,"${GetDynamicRoles_417_0.instanceJson.resource_lists[3].roles[0].resources[20].personnel_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='personnel_id')"
15,duration_in_minutes_9528,"${GetDynamicRoles_417_0.instanceJson.resource_lists[20].roles[0].resources[0].slots[1].duration_in_minutes}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='duration_in_minutes');(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='duration_in_minutes')"
111905617,oe_field_id_8992,"${GetFlexPersonToken_300_0.instanceJson.person_tokens[0].tokens[11].oe_field_id}","(transName='GetDynamicRoles_417_0', messageId=659624, aliases='oe_field_id');(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='oe_field_id');(transName='GetAppointmentAvailability_424_0', messageId=659961, aliases='oe_field_id');(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='oe_field_id');(transName='GetFlexingAppointmentInstructions_438_0', messageId=659955, aliases='oe_field_id');(transName='GetDynamicRoles_588_0', messageId=659624, aliases='oe_field_id');(transName='GetAppointmentAvailability_590_0', messageId=659961, aliases='oe_field_id');(transName='GetFlexingAppointmentInstructions_596_0', messageId=659955, aliases='oe_field_id');(transName='GetFlexingAppointmentInstructions_597_0', messageId=659955, aliases='oe_field_id')"
5663282,list_role_id_9328,"${GetDynamicRoles_417_0.instanceJson.resource_lists[8].roles[0].list_role_id}","(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='role_id');(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='offset_role_id')"
5663283,list_role_id_9331,"${GetDynamicRoles_417_0.instanceJson.resource_lists[8].roles[1].list_role_id}","(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='role_id')"
362,gendercd_17729,"${RetrievePatientsByIds_515_0.instanceJson.patients[0].person[0].gendercd}","(transName='GetDynamicRoles_588_0', messageId=659624, aliases='value');(transName='GetAppointmentAvailability_590_0', messageId=659961, aliases='token_value');(transName='GetFlexingAppointmentInstructions_596_0', messageId=659955, aliases='value');(transName='GetFlexingAppointmentInstructions_597_0', messageId=659955, aliases='value')"
363,gendercd_1985,"${RetrievePatientsByIds_132_0.instanceJson.patients[0].person[0].gendercd}","(transName='GetDynamicRoles_417_0', messageId=659624, aliases='value');(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='token_value');(transName='GetAppointmentAvailability_424_0', messageId=659961, aliases='token_value');(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='token_value');(transName='GetFlexingAppointmentInstructions_438_0', messageId=659955, aliases='value')"
7790596,personnel_id_10329,"${GetDynamicRoles_417_0.instanceJson.resource_lists[59].roles[0].resources[23].personnel_id}","(transName='GetAppointmentAvailability_424_0', messageId=659961, aliases='personnel_id')"
1712042,list_role_id_11173,"${GetDynamicRoles_417_0.instanceJson.resource_lists[96].roles[0].list_role_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='role_id');(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='offset_role_id')"
5663288,list_role_id_10637,"${GetDynamicRoles_417_0.instanceJson.resource_lists[74].roles[0].list_role_id}","(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='role_id');(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='offset_role_id')"
5663289,list_role_id_10640,"${GetDynamicRoles_417_0.instanceJson.resource_lists[74].roles[1].list_role_id}","(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='role_id')"
971723825,field_4066,"${GetExternalServicesByIds_222_0.instanceJson.external_services[0].external_service_parameters[0].field}","(transName='rca_call_external_service_224_0', messageId=115170, aliases='string_value');(transName='rca_call_external_service_524_0', messageId=115170, aliases='string_value')"
18196251,personnel_id_9143,"${GetDynamicRoles_417_0.instanceJson.resource_lists[1].roles[0].resources[3].personnel_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='personnel_id')"
1712043,list_role_id_11180,"${GetDynamicRoles_417_0.instanceJson.resource_lists[96].roles[1].list_role_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='role_id')"
"692GB PC Telephone",mnemonic_9527,"${GetDynamicRoles_417_0.instanceJson.resource_lists[20].roles[0].resources[0].slots[1].mnemonic}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='slot_type_mnemonic')"
10528995,personnel_id_10822,"${GetDynamicRoles_417_0.instanceJson.resource_lists[82].roles[0].resources[11].personnel_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='personnel_id')"
38056401,personnel_id_9294,"${GetDynamicRoles_417_0.instanceJson.resource_lists[5].roles[0].resources[25].personnel_id}","(transName='GetAppointmentAvailability_424_0', messageId=659961, aliases='personnel_id')"
Providers,role_description_11207,"${GetAppointmentAvailability_423_0.instanceJson.result_items[0].suggestions[0].participants[0].participant_role.role_description}","(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='role_description')"
40184395,personnel_id_9276,"${GetDynamicRoles_417_0.instanceJson.resource_lists[5].roles[0].resources[15].personnel_id}","(transName='GetAppointmentAvailability_424_0', messageId=659961, aliases='personnel_id')"
25789413,oe_field_id_8979,"${GetFlexPersonToken_300_0.instanceJson.person_tokens[0].tokens[4].oe_field_id}","(transName='GetDynamicRoles_417_0', messageId=659624, aliases='oe_field_id');(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='oe_field_id');(transName='GetAppointmentAvailability_424_0', messageId=659961, aliases='oe_field_id');(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='oe_field_id');(transName='GetFlexingAppointmentInstructions_438_0', messageId=659955, aliases='oe_field_id');(transName='GetDynamicRoles_588_0', messageId=659624, aliases='oe_field_id');(transName='GetAppointmentAvailability_590_0', messageId=659961, aliases='oe_field_id');(transName='GetFlexingAppointmentInstructions_596_0', messageId=659955, aliases='oe_field_id');(transName='GetFlexingAppointmentInstructions_597_0', messageId=659955, aliases='oe_field_id')"
5617168,slot_type_id_10968,"${GetDynamicRoles_417_0.instanceJson.resource_lists[89].roles[0].resources[0].slots[0].slot_type_id}","(transName='GetAppointmentAvailability_424_0', messageId=659961, aliases='slot_type_id')"
"668GA PC Any",mnemonic_9391,"${GetDynamicRoles_417_0.instanceJson.resource_lists[11].roles[0].resources[0].slots[0].mnemonic}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='slot_type_mnemonic')"
5617164,slot_type_id_9245,"${GetDynamicRoles_417_0.instanceJson.resource_lists[5].roles[0].resources[0].slots[0].slot_type_id}","(transName='GetAppointmentAvailability_424_0', messageId=659961, aliases='slot_type_id')"
5617160,slot_type_id_9558,"${GetDynamicRoles_417_0.instanceJson.resource_lists[22].roles[0].resources[0].slots[0].slot_type_id}","(transName='GetAppointmentAvailability_424_0', messageId=659961, aliases='slot_type_id')"
367682003,catalogcd_6418,"${OrdersByAppointmentTypeRetrieval_277_0.instanceJson.orderslist[0].catalogcd}","(transName='orm_get_cs_filter_entities_293_0', messageId=680434, aliases='filter_category_value');(transName='ORM_OrderWriteSynch_488_0', messageId=560201, aliases='catalogcd')"
30,duration_in_minutes_9123,"${GetDynamicRoles_417_0.instanceJson.resource_lists[0].roles[0].resources[0].slots[0].duration_in_minutes}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='duration_in_minutes');(transName='GetAppointmentAvailability_424_0', messageId=659961, aliases='duration_in_minutes');(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='duration_in_minutes');(transName='GetAppointmentAvailability_590_0', messageId=659961, aliases='duration_in_minutes')"
RESOURCE,role_meaning_11208,"${GetAppointmentAvailability_423_0.instanceJson.result_items[0].suggestions[0].participants[0].participant_role.role_meaning}","(transName='sch_check_times_433_0', messageId=651603, aliases='role_meaning');(transName='sch_check_times_593_0', messageId=651603, aliases='role_meaning')"
788905606,ruleid_2177,"${RetrieveNotificationRuleRelationshipsByTypes_167_0.instanceJson.results[1].notificationrules[29].ruleid}","(transName='GetRuleDetailsByIds_169_0', messageId=130123, aliases='ruleid')"
2021-04-07T21:03:54Z,"beg_effective_dt_tm_18329","${EEM_GET_HEALTHPLAN_BY_ID_618_0.instanceJson.entity_qual[0].phone_qual[0].beg_effective_dt_tm}","(transName='AdmitEncounter_621_0', messageId=115551, aliases='begineffectivedatetime');(transName='AdmitEncounter_642_0', messageId=115551, aliases='begineffectivedatetime')"
"Follow Up - VA",mnemonic_6417,"${OrdersByAppointmentTypeRetrieval_277_0.instanceJson.orderslist[0].mnemonic}","(transName='sch_check_times_433_0', messageId=651603, aliases='order_mnemonic');(transName='ConfirmAppointments_485_0', messageId=659965, aliases='order_mnemonic')"
4089897,list_role_id_10350,"${GetDynamicRoles_417_0.instanceJson.resource_lists[61].roles[0].list_role_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='role_id');(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='offset_role_id')"
12148862,personnel_id_9479,"${GetDynamicRoles_417_0.instanceJson.resource_lists[16].roles[0].resources[0].personnel_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='personnel_id')"
4469755,personnel_id_10588,"${GetDynamicRoles_417_0.instanceJson.resource_lists[72].roles[0].resources[0].personnel_id}","(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='personnel_id')"
28456040,personnel_id_9300,"${GetDynamicRoles_417_0.instanceJson.resource_lists[5].roles[0].resources[27].personnel_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='personnel_id');(transName='GetAppointmentAvailability_424_0', messageId=659961, aliases='personnel_id');(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='personnel_id')"
4089895,list_role_id_10375,"${GetDynamicRoles_417_0.instanceJson.resource_lists[61].roles[1].list_role_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='role_id')"
"757 PC Same Day",mnemonic_9608,"${GetDynamicRoles_417_0.instanceJson.resource_lists[24].roles[0].resources[0].slots[1].mnemonic}","(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='slot_type_mnemonic')"
"757GB GRC PC Same Day",mnemonic_11042,"${GetDynamicRoles_417_0.instanceJson.resource_lists[90].roles[0].resources[0].slots[1].mnemonic}","(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='slot_type_mnemonic')"
4089891,list_role_id_9347,"${GetDynamicRoles_417_0.instanceJson.resource_lists[10].roles[0].list_role_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='role_id');(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='offset_role_id')"
STRING,data_type_meaning_8976,"${GetFlexPersonToken_300_0.instanceJson.person_tokens[0].tokens[3].data_type_meaning}","(transName='GetDynamicRoles_417_0', messageId=659624, aliases='data_type_meaning');(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='data_type_meaning');(transName='GetAppointmentAvailability_424_0', messageId=659961, aliases='data_type_meaning');(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='data_type_meaning');(transName='GetFlexingAppointmentGuidelines_435_0', messageId=659623, aliases='data_type_meaning');(transName='GetFlexingAppointmentInstructions_438_0', messageId=659955, aliases='data_type_meaning');(transName='GetFlexingAppointmentGuidelines_594_0', messageId=659623, aliases='data_type_meaning')"
5617172,slot_type_id_10302,"${GetDynamicRoles_417_0.instanceJson.resource_lists[59].roles[0].resources[0].slots[0].slot_type_id}","(transName='GetAppointmentAvailability_424_0', messageId=659961, aliases='slot_type_id')"
3006711442,ruleid_2207,"${RetrieveNotificationRuleRelationshipsByTypes_167_0.instanceJson.results[1].notificationrules[39].ruleid}","(transName='GetRuleDetailsByIds_169_0', messageId=130123, aliases='ruleid')"
8059375,personnel_id_9256,"${GetDynamicRoles_417_0.instanceJson.resource_lists[5].roles[0].resources[5].personnel_id}","(transName='GetAppointmentAvailability_424_0', messageId=659961, aliases='personnel_id')"
10534138,personnel_id_9203,"${GetDynamicRoles_417_0.instanceJson.resource_lists[3].roles[0].resources[16].personnel_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='personnel_id')"
15816500,personnel_id_9929,"${GetDynamicRoles_417_0.instanceJson.resource_lists[38].roles[0].resources[18].personnel_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='personnel_id')"
2284285,ruleid_2093,"${RetrieveNotificationRuleRelationshipsByTypes_167_0.instanceJson.results[1].notificationrules[0].ruleid}","(transName='GetRuleDetailsByIds_169_0', messageId=130123, aliases='ruleid')"
437842596,ruleid_2189,"${RetrieveNotificationRuleRelationshipsByTypes_167_0.instanceJson.results[1].notificationrules[33].ruleid}","(transName='GetRuleDetailsByIds_169_0', messageId=130123, aliases='ruleid')"
1761421,slot_type_id_10355,"${GetDynamicRoles_417_0.instanceJson.resource_lists[61].roles[0].resources[1].slots[0].slot_type_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='slot_type_id')"
10528931,personnel_id_9448,"${GetDynamicRoles_417_0.instanceJson.resource_lists[14].roles[0].resources[6].personnel_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='personnel_id')"
10528933,personnel_id_9402,"${GetDynamicRoles_417_0.instanceJson.resource_lists[12].roles[0].resources[0].personnel_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='personnel_id')"
1761423,slot_type_id_9895,"${GetDynamicRoles_417_0.instanceJson.resource_lists[38].roles[0].resources[1].slots[0].slot_type_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='slot_type_id')"
T_RAFLAG,flex_token_meaning_9019,"${GetFlexPersonToken_300_0.instanceJson.person_tokens[0].tokens[24].flex_token_meaning}","(transName='GetDynamicRoles_417_0', messageId=659624, aliases='flex_token_meaning');(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='flex_token_meaning');(transName='GetAppointmentAvailability_424_0', messageId=659961, aliases='flex_token_meaning');(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='flex_token_meaning');(transName='GetFlexingAppointmentInstructions_438_0', messageId=659955, aliases='flex_token_meaning');(transName='GetDynamicRoles_588_0', messageId=659624, aliases='flex_token_meaning');(transName='GetAppointmentAvailability_590_0', messageId=659961, aliases='flex_token_meaning');(transName='GetFlexingAppointmentInstructions_596_0', messageId=659955, aliases='flex_token_meaning');(transName='GetFlexingAppointmentInstructions_597_0', messageId=659955, aliases='flex_token_meaning')"
158,relationcd_4130,"${RetrievePatientsByIds_247_0.instanceJson.patients[0].guarantorrelationships[0].guarantorpersonrelationship[0].relationcd}","(transName='AdmitEncounter_477_0', messageId=115551, aliases='relationcd');(transName='AdmitEncounter_477_0', messageId=115551, aliases='inverserelationcd');(transName='AdmitEncounter_621_0', messageId=115551, aliases='relationcd');(transName='AdmitEncounter_621_0', messageId=115551, aliases='inverserelationcd');(transName='AdmitEncounter_642_0', messageId=115551, aliases='relationcd');(transName='AdmitEncounter_642_0', messageId=115551, aliases='inverserelationcd')"
"538GE PC Any",mnemonic_10497,"${GetDynamicRoles_417_0.instanceJson.resource_lists[67].roles[0].resources[0].slots[0].mnemonic}","(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='slot_type_mnemonic')"
5402009,list_role_id_10291,"${GetDynamicRoles_417_0.instanceJson.resource_lists[58].roles[0].list_role_id}","(transName='GetAppointmentAvailability_424_0', messageId=659961, aliases='role_id');(transName='GetAppointmentAvailability_424_0', messageId=659961, aliases='offset_role_id')"
10534129,personnel_id_10856,"${GetDynamicRoles_417_0.instanceJson.resource_lists[84].roles[0].resources[0].personnel_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='personnel_id')"
1761419,slot_type_id_10689,"${GetDynamicRoles_417_0.instanceJson.resource_lists[78].roles[0].resources[1].slots[0].slot_type_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='slot_type_id')"
788868659,ruleid_2159,"${RetrieveNotificationRuleRelationshipsByTypes_167_0.instanceJson.results[1].notificationrules[23].ruleid}","(transName='GetRuleDetailsByIds_169_0', messageId=130123, aliases='ruleid')"
1761417,slot_type_id_9350,"${GetDynamicRoles_417_0.instanceJson.resource_lists[10].roles[0].resources[0].slots[0].slot_type_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='slot_type_id')"
"/revenuecycle/ares/us/acute_ambulatory/73dabc63-bc20-42b3-bcf9-182c60285d35/personsearch/person/quicksearch/com.cerner.revenuecycle.appointments",path_1891,"${GetProfile_102_0.instanceJson.path}","(transName='GetDocument_103_0', messageId=139002, aliases='path');(transName='GetDocument_506_0', messageId=139002, aliases='path')"
4521081,personnel_id_9167,"${GetDynamicRoles_417_0.instanceJson.resource_lists[3].roles[0].resources[0].personnel_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='personnel_id')"
38056416,personnel_id_11019,"${GetDynamicRoles_417_0.instanceJson.resource_lists[89].roles[0].resources[47].personnel_id}","(transName='GetAppointmentAvailability_424_0', messageId=659961, aliases='personnel_id')"
1761415,slot_type_id_9153,"${GetDynamicRoles_417_0.instanceJson.resource_lists[2].roles[0].resources[0].slots[0].slot_type_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='slot_type_id')"
28973766,personnel_id_10959,"${GetDynamicRoles_417_0.instanceJson.resource_lists[88].roles[0].resources[2].personnel_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='personnel_id')"
60,duration_in_minutes_9155,"${GetDynamicRoles_417_0.instanceJson.resource_lists[2].roles[0].resources[0].slots[0].duration_in_minutes}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='duration_in_minutes');(transName='GetAppointmentAvailability_424_0', messageId=659961, aliases='duration_in_minutes');(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='duration_in_minutes')"
1809896,slot_type_id_17897,"${GetDynamicRoles_588_0.instanceJson.resource_lists[0].roles[0].resources[0].slots[0].slot_type_id}","(transName='GetAppointmentAvailability_590_0', messageId=659961, aliases='slot_type_id')"
47561309,personnel_id_9665,"${GetDynamicRoles_417_0.instanceJson.resource_lists[24].roles[0].resources[28].personnel_id}","(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='personnel_id')"
62,code_set_number_3583,"${RetrieveTransientFields_212_0.instanceJson.results[18].transient_fields[23].code_set_number}","(transName='codesdk_get_codeset_260_0', messageId=3200178, aliases='value')"
15816506,personnel_id_9376,"${GetDynamicRoles_417_0.instanceJson.resource_lists[10].roles[0].resources[13].personnel_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='personnel_id')"
34860271,personnel_id_10213,"${GetDynamicRoles_417_0.instanceJson.resource_lists[54].roles[0].resources[2].personnel_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='personnel_id')"
12866234,personnel_id_10792,"${GetDynamicRoles_417_0.instanceJson.resource_lists[81].roles[0].resources[7].personnel_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='personnel_id')"
46901452,personnel_id_9595,"${GetDynamicRoles_417_0.instanceJson.resource_lists[23].roles[0].resources[5].personnel_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='personnel_id')"
46901454,personnel_id_11108,"${GetDynamicRoles_417_0.instanceJson.resource_lists[92].roles[0].resources[6].personnel_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='personnel_id')"
2025-02-20T23:33:09Z,beg_effective_dt_tm_9014,"${GetFlexPersonToken_300_0.instanceJson.person_tokens[0].tokens[21].beg_effective_dt_tm}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='begin_effective_dt_tm_value');(transName='GetAppointmentAvailability_424_0', messageId=659961, aliases='begin_effective_dt_tm_value');(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='begin_effective_dt_tm_value')"
Patient,role_description_11216,"${GetAppointmentAvailability_423_0.instanceJson.result_items[0].suggestions[0].participants[1].participant_role.role_description}","(transName='GetAppointmentAvailability_424_0', messageId=659961, aliases='role_description');(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='role_description');(transName='GetAppointmentAvailability_590_0', messageId=659961, aliases='role_description')"
5402010,list_role_id_10294,"${GetDynamicRoles_417_0.instanceJson.resource_lists[58].roles[1].list_role_id}","(transName='GetAppointmentAvailability_424_0', messageId=659961, aliases='role_id')"
75247559,typecd_2476,"${RetrievePatientsByIds_171_0.instanceJson.patients[0].healthplanprofiles[0].typecd}","(transName='codesdk_get_code_542_0', messageId=3200177, aliases='value');(transName='GetAppointmentEncounterMatches_602_0', messageId=655237, aliases='personplanprofiletypecd');(transName='GetAppointmentEncounterMatches_607_0', messageId=655237, aliases='personplanprofiletypecd');(transName='AdmitEncounter_621_0', messageId=115551, aliases='healthplanprofiletypecd');(transName='GetAppointmentEncounterMatches_630_0', messageId=655237, aliases='personplanprofiletypecd');(transName='AdmitEncounter_642_0', messageId=115551, aliases='healthplanprofiletypecd')"
4508345,personnel_id_10815,"${GetDynamicRoles_417_0.instanceJson.resource_lists[82].roles[0].resources[7].personnel_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='personnel_id')"
43112633,personnel_id_10276,"${GetDynamicRoles_417_0.instanceJson.resource_lists[57].roles[0].resources[8].personnel_id}","(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='personnel_id')"
1622530,list_role_id_10621,"${GetDynamicRoles_417_0.instanceJson.resource_lists[72].roles[1].list_role_id}","(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='role_id')"
